 0.025    1.014940
 0.050    1.108103
 0.075    1.142839
 0.100    1.246959
 0.125    1.138845
 0.150    1.074924
 0.175    1.280720
 0.200    1.209563
 0.225    1.158840
 0.250    1.204884
 0.275    1.100952
 0.300    1.234133
 0.325    1.186674
 0.350    1.227846
 0.375    1.081482
 0.400    1.331683
 0.425    1.240807
 0.450    1.035223
 0.475    1.271694
 0.500    1.363072
 0.525    1.322924
 0.550    1.413546
 0.575    1.432737
 0.600    1.254249
 0.625    1.157762
 0.650    1.577044
 0.675    1.492731
 0.700    1.512275
 0.725    1.537095
 0.750    1.509848
 0.775    1.767650
 0.800    1.735955
 0.825    1.931329
 0.850    2.174533
 0.875    2.501963
 0.900    2.778346
 0.925    3.034479
 0.950    3.862237
 0.975    4.504688
 1.000    5.744424
 1.025    6.884948
 1.050    8.648960
 1.075   10.262895
 1.100   11.024679
 1.125   10.249237
 1.150    8.643818
 1.175    6.793879
 1.200    5.516481
 1.225    4.555589
 1.250    3.743961
 1.275    3.187197
 1.300    2.782900
 1.325    2.505164
 1.350    2.213014
 1.375    2.017841
 1.400    1.993876
 1.425    1.800502
 1.450    1.776591
 1.475    1.599553
 1.500    1.622683
 1.525    1.664446
 1.550    1.481009
 1.575    1.553224
 1.600    1.501848
 1.625    1.506422
 1.650    1.475327
 1.675    1.315966
 1.700    1.501002
 1.725    1.653921
 1.750    1.599891
 1.775    1.524022
 1.800    1.522410
 1.825    1.637173
 1.850    1.614317
 1.875    1.643041
 1.900    1.746422
 1.925    1.914642
 1.950    1.629529
 1.975    1.993535
 2.000    1.932339
 2.025    2.213690
 2.050    2.015819
 2.075    2.353167
 2.100    2.533129
 2.125    2.666678
 2.150    2.894890
 2.175    3.015484
 2.200    3.335135
 2.225    3.697025
 2.250    4.198146
 2.275    4.569405
 2.300    5.305350
 2.325    5.801749
 2.350    6.333429
 2.375    7.266943
 2.400    8.110484
 2.425    9.049076
 2.450    9.810732
 2.475   10.419047
 2.500   10.724160
 2.525   10.829967
 2.550   10.473012
 2.575   10.245331
 2.600    9.552201
 2.625    9.083635
 2.650    8.632697
 2.675    8.223566
 2.700    7.805174
 2.725    7.638578
 2.750    7.337614
 2.775    6.991945
 2.800    6.719296
 2.825    6.437725
 2.850    6.293143
 2.875    6.047208
 2.900    6.001650
 2.925    5.866614
 2.950    5.961151
 2.975    5.769354
 3.000    5.617959
 3.025    5.507371
 3.050    5.473228
 3.075    5.473841
 3.100    5.551242
 3.125    5.315186
 3.150    5.303839
 3.175    5.219292
 3.200    5.130185
 3.225    5.080369
 3.250    4.995783
 3.275    4.754496
 3.300    4.571512
 3.325    4.450684
 3.350    4.331275
 3.375    4.143868
 3.400    3.760158
 3.425    3.667662
 3.450    3.337121
 3.475    3.095104
 3.500    2.957190
 3.525    2.784806
 3.550    2.449690
 3.575    2.182533
 3.600    2.151452
 3.625    2.057031
 3.650    1.877548
 3.675    1.894320
 3.700    1.607671
 3.725    1.614608
 3.750    1.380580
 3.775    1.258307
 3.800    1.368161
 3.825    1.114716
 3.850    1.067723
 3.875    1.082565
 3.900    0.955738
 3.925    1.105710
 3.950    0.991701
 3.975    0.864384
 4.000    0.872222
 4.025    0.835979
 4.050    0.896251
 4.075    0.655884
 4.100    0.794968
 4.125    0.711081
 4.150    0.853375
 4.175    0.862044
 4.200    0.804956
 4.225    0.767763
 4.250    0.519182
 4.275    0.754353
 4.300    0.658779
 4.325    0.704697
 4.350    0.688704
 4.375    0.601854
 4.400    0.754242
 4.425    0.713936
 4.450    0.650790
 4.475    0.758422
 4.500    0.814667
 4.525    0.557820
 4.550    0.651485
 4.575    0.544053
 4.600    0.710648
 4.625    0.681199
 4.650    0.580708
 4.675    0.571060
 4.700    0.547449
 4.725    0.698090
 4.750    0.583716
 4.775    0.587784
 4.800    0.479798
 4.825    0.620946
 4.850    0.837167
 4.875    0.609467
 4.900    0.445811
 4.925    0.596537
 4.950    0.435846
 4.975    0.578822
