    -0.975    0.285275177
    -0.950    0.276679926
    -0.925    0.263720841
    -0.900    0.263495039
    -0.875    0.300417093
    -0.850    0.279999339
    -0.825    0.302547656
    -0.800    0.337414927
    -0.775    0.275867226
    -0.750    0.279016513
    -0.725    0.273635971
    -0.700    0.314816261
    -0.675    0.329621300
    -0.650    0.340125677
    -0.625    0.347456396
    -0.600    0.333428477
    -0.575    0.377392975
    -0.550    0.378890600
    -0.525    0.411489213
    -0.500    0.415117930
    -0.475    0.420186192
    -0.450    0.400581542
    -0.425    0.450293224
    -0.400    0.441672547
    -0.375    0.487137276
    -0.350    0.488507812
    -0.325    0.509667064
    -0.300    0.508019108
    -0.275    0.557514859
    -0.250    0.573662413
    -0.225    0.553476104
    -0.200    0.651833600
    -0.175    0.692394533
    -0.150    0.680576088
    -0.125    0.728352405
    -0.100    0.755829625
    -0.075    0.864496366
    -0.050    0.850087715
    -0.025    0.937343889
    0.000    0.987455074
    0.025    1.005784628
    0.050    1.038796957
    0.075    1.113881240
    0.100    1.159085874
    0.125    1.153781322
    0.150    1.174839988
    0.175    1.177760037
    0.200    1.348937670
    0.225    1.366070812
    0.250    1.310583099
    0.275    1.289162324
    0.300    1.168538567
    0.325    1.090330228
    0.350    1.054522070
    0.375    1.024559664
    0.400    0.997163519
    0.425    0.926135299
    0.450    0.861722196
    0.475    0.822758468
    0.500    0.805208707
    0.525    0.771325277
    0.550    0.756043313
    0.575    0.655216468
    0.600    0.652305758
    0.625    0.626909056
    0.650    0.617637011
    0.675    0.557132260
    0.700    0.588004150
    0.725    0.594349889
    0.750    0.536942053
    0.775    0.556088799
    0.800    0.492678774
    0.825    0.496471404
    0.850    0.475594290
    0.875    0.480785750
    0.900    0.450472244
    0.925    0.462037540
    0.950    0.445828902
    0.975    0.432085027
